1966,Saudi Arabia,36664391975
1966,Turkey,35022097472
1966,Switzerland,30864951334
1967,United States,690847639682
1967,China,199085896806
1967,Japan,129281873894
1967,Germany,108228900157
1967,United Kingdom,87354302239
1967,France,79941801252
1967,Italy,75735467894
1967,India,75643316378
1967,Canada,71818883709
1967,Russia,66566402205
1967,Brazil,63164725403
1967,South Korea,56284016906
1967,Australia,56100973155
1967,Indonesia,48482956549
1967,Spain,47696427060
1967,Mexico,46112725139
1967,Netherlands,39355963693
1967,Saudi Arabia,37910981303
1967,Turkey,36352937176
1967,Switzerland,31760034923
1968,United States,715027307071
1968,China,214017339067
1968,Japan,135099558219
1968,Germany,111475767162
1968,United Kingdom,89800222701
1968,France,82340055290
1968,India,79803698779
1968,Italy,77931796463
1968,Canada,74045269104
1968,Russia,68230562260
1968,Brazil,65691314419
1968,South Korea,59098217751
1968,Australia,57896204296
1968,Indonesia,51004070289
1968,Spain,49270409153
1968,Mexico,47772783244
1968,Netherlands,40536642604
1968,Saudi Arabia,39199954667
1968,Turkey,37734348789
1968,Switzerland,32681075936
1969,United States,740053262818
1969,China,230068639497
1969,Japan,141179038339
1969,Germany,114820040176
1969,United Kingdom,92314628937
1969,France,84810256948
1969,India,84192902212
1969,Italy,80191818560
1969,Canada,76340672447
1969,Russia,69936326317
1969,Brazil,68318966996
1969,South Korea,62053128639
1969,Australia,59748882834
1969,Indonesia,53656281944
1969,Spain,50896332655
1969,Mexico,49492603441
1969,Netherlands,41752741882
1969,Saudi Arabia,40532753126
1969,Turkey,39168254043
1969,Switzerland,33628827138
1970,United States,765955127017
1970,China,247323787459
1970,Japan,147532095064
1970,Germany,118264641382
1970,United Kingdom,94899438547
1970,India,88823511834
1970,France,87354564657
1970,Italy,82517381299
1970,Canada,78707233292
1970,Russia,71684734474
1970,Brazil,71051725676
1970,South Korea,65155785071
1970,Australia,61660847085
1970,Indonesia,56446408605
1970,Spain,52575911632
1970,Mexico,51274337165
1970,Netherlands,43005324139
1970,Saudi Arabia,41910866732
1970,Turkey,40656647697
1970,Switzerland,34604063125
1971,United States,792763556462
1971,China,265873071519
1971,Japan,154171039342
1971,Germany,121812580623
1971,United Kingdom,97556622826
1971,India,93708804985
1971,France,89975201597
1971,Italy,84910385356
1971,Canada,81147157525
1971,Brazil,73893794703
1971,Russia,73476852836
1971,South Korea,68413574324
1971,Australia,63633994191
1971,Indonesia,59381621853
1971,Spain,54310916716
1971,Mexico,53120213303
1971,Netherlands,44295483863
1971,Saudi Arabia,43335836201
1971,Turkey,42201600309
1971,Switzerland,35607580956
1972,United States,820510280939
1972,China,285813551883
1972,Japan,161108736112
1972,Germany,125466958042
1972,United Kingdom,100288208266
1972,India,98862789259
1972,France,92674457645
1972,Italy,87372786532
1972,Canada,83662719408
1972,Brazil,76849546491
1972,Russia,75313774157
1972,South Korea,71834253040
1972,Australia,65670282005
1972,Indonesia,62469466189
1972,Spain,56103176968
1972,Mexico,55032540982
1972,Netherlands,45624348379
1972,Saudi Arabia,44809254632
1972,Turkey,43805261121
1972,Switzerland,36640200803
1973,United States,849228140771
1973,China,307249568274
1973,Japan,168358629238
1973,Germany,129230966783
1973,India,104300242668
1973,United Kingdom,103096278097
1973,France,95454691374
1973,Italy,89906597341
1973,Canada,86256263709
1973,Brazil,79923528350
1973,Russia,77196618511
1973,South Korea,75425965692
1973,Australia,67771731030
1973,Indonesia,65717878431
1973,Spain,57954581808
1973,Mexico,57013712457
1973,Netherlands,46993078830
1973,Saudi Arabia,46332769289
1973,Turkey,45469861044
1973,Switzerland,37702766627
1974,United States,878951125698
1974,China,330293285895
1974,Japan,175934767553
1974,Germany,133107895787
1974,India,110036756015
1974,United Kingdom,105982973884
1974,France,98318332115
1974,Italy,92513888664
1974,Canada,88930207885
1974,Brazil,83120469484
1974,South Korea,79197263977
1974,Russia,79126533974
1974,Australia,69940426423
1974,Indonesia,69135208109
1974,Spain,59867083007
1974,Mexico,59066206106
1974,Netherlands,48402871195
1974,Saudi Arabia,47908083445
1974,Turkey,47197715763
1974,Switzerland,38796146859
1975,United States,909714415098
1975,China,355065282337
1975,Japan,183851832093
1975,Germany,137101132660
1975,India,116088777596
1975,United Kingdom,108950497153
1975,France,101267882079
1975,Italy,95196791435
1975,Canada,91687044329
1975,Brazil,86445288264
1975,South Korea,83157127176
1975,Russia,81104697323
1975,Indonesia,72730238931
1975,Australia,72178520068
1975,Spain,61842696747
1975,Mexico,61192589526
1975,Netherlands,49854957331
1975,Saudi Arabia,49536958282
1975,Turkey,48991228962
1975,Switzerland,39921235118
1976,United States,941554419626
1976,China,381695178512
1976,Japan,192125164537
1976,Germany,141214166640
1976,India,122473660364
1976,United Kingdom,112001111073
1976,France,104305918541
1976,Italy,97957498387
1976,Canada,94529342703
1976,Brazil,89903099794
1976,South Korea,87314983535
1976,Russia,83132314756
1976,Indonesia,76512211356
1976,Australia,74488232710
1976,Spain,63883505739
1976,Mexico,63395522749
1976,Netherlands,51350606051
1976,Saudi Arabia,51221214864
1976,Turkey,50852895663
1976,Switzerland,41078950936
1977,United States,974508824313
1977,China,410322316900
1977,Japan,200770796942
1977,Germany,145450591639
1977,India,129209711684
1977,United Kingdom,115137142183
1977,France,107435096097
1977,Italy,100798265840
1977,Canada,97459752327
1977,Brazil,93499223786
1977,South Korea,91680732712
1977,Russia,85210622625
1977,Indonesia,80490846346
1977,Australia,76871856157
1977,Spain,65991661429
1977,Mexico,65677761568
1977,Saudi Arabia,52962736169
1977,Netherlands,52891124232
1977,Turkey,52785305698
1977,Switzerland,42270240513
1978,United States,1008616633164
1978,China,441096490668
1978,Japan,209805482804
1978,Germany,149814109389
1978,India,136316245826
1978,United Kingdom,118360982164
1978,France,110658148980
1978,Italy,103721415550
1978,Canada,100481004649
1978,Brazil,97239192738
1978,South Korea,96264769347
1978,Russia,87340888191
1978,Indonesia,84676370356
1978,Australia,79331755554
1978,Spain,68169386256
1978,Mexico,68042160984
1978,Turkey,54791147315
1978,Saudi Arabia,54763469199
1978,Netherlands,54477857959
1978,Switzerland,43496077488
1979,United States,1043918215325
1979,China,474178727468
1979,Japan,219246729530
1979,Germany,154308532670
1979,India,143813639347
1979,United Kingdom,121675089665
1979,France,113977893450
1979,Italy,106729336600
1979,Canada,103595915793
1979,Brazil,101128760447
1979,South Korea,101078007815
1979,Russia,89524410396
1979,Indonesia,89079541615
1979,Australia,81870371732
1979,Mexico,70491678780
1979,Spain,70418976002
1979,Turkey,56873210913
1979,Saudi Arabia,56625427152
1979,Netherlands,56112193698
1979,Switzerland,44757463735
1980,United States,1080455352861
1980,China,509742132028
1980,Japan,229112832359
1980,Germany,158937788650
1980,India,151723389511
1980,United Kingdom,125081992175
1980,France,117397230253
1980,Italy,109824487362
1980,Canada,106807389183
1980,South Korea,106131908205
1980,Brazil,105173910865
1980,Indonesia,93711677779
1980,Russia,91762520656
1980,Australia,84490223627
1980,Mexico,73029379216
1980,Spain,72742802210
1980,Turkey,59034392927
1980,Saudi Arabia,58550691675
1980,Netherlands,57795559509
1980,Switzerland,46055430184
1981,United States,1118271290212
1981,China,547972791930
1981,Japan,239422909815
1981,Germany,163705922310
1981,India,160068175934
1981,United Kingdom,128584287956
1981,France,120919147161
1981,Italy,113009397495
1981,South Korea,111438503616
1981,Canada,110118418248
1981,Brazil,109380867300
1981,Indonesia,98584685023
1981,Russia,94056583672
1981,Australia,87193910783
1981,Mexico,75658436868
1981,Spain,75143314683
1981,Turkey,61277699859
1981,Saudi Arabia,60541415192
1981,Netherlands,59529426294
1981,Switzerland,47391037659
1982,United States,1157410785369
1982,China,589070751325
1982,Japan,250196940757
1982,India,168871925610
1982,Germany,168617099979
1982,United Kingdom,132184648019
1982,France,124546721575
1982,South Korea,117010428796
1982,Italy,116286670023
1982,Brazil,113756101992
1982,Canada,113532089213
1982,Indonesia,103711088645
1982,Russia,96407998264
1982,Australia,89984115929
1982,Mexico,78382140595
1982,Spain,77623044068
1982,Turkey,63606252453
1982,Saudi Arabia,62599823308
1982,Netherlands,61315309083
1982,Switzerland,48765377751
1983,United States,1197920162857
1983,China,633251057675
1983,Japan,261455803091
1983,India,178159881519
1983,Germany,173675612979
1983,United Kingdom,135885818164
1983,France,128283123223
1983,South Korea,122860950236
1983,Italy,119658983453
1983,Brazil,118306346071
1983,Canada,117051583979
1983,Indonesia,109104065254
1983,Russia,98818198221
1983,Australia,92863607638
1983,Mexico,81203897656
1983,Spain,80184604522
1983,Turkey,66023290047
1983,Saudi Arabia,64728217301
1983,Netherlands,63154768356
1983,Switzerland,50179573706
1984,United States,1239847368557
1984,China,680744887000
1984,Japan,273221314230
1984,India,187958675003
1984,Germany,178885881368
1984,United Kingdom,139690621072
1984,France,132131616919
1984,South Korea,129003997748
1984,Italy,123129093974
1984,Brazil,123038599914
1984,Canada,120680183082
1984,Indonesia,114777476647
1984,Russia,101288653176
1984,Australia,95835243083
1984,Mexico,84127237972
1984,Spain,82830696472
1984,Turkey,68532175068
1984,Saudi Arabia,66928976689
1984,Netherlands,65049411406
1984,Switzerland,51634781344
1985,United States,1283242026457
1985,China,731800753525
1985,Japan,285516273371
1985,India,198296402128
1985,Germany,184252457809
1985,United Kingdom,143601958462
1985,France,136095565427
1985,South Korea,135454197635
1985,Brazil,127960143911
1985,Italy,126699837699
1985,Canada,124421268758
1985,Indonesia,120745905433
1985,Russia,103820869506
1985,Australia,98901970861
1985,Mexico,87155818539
1985,Spain,85564109455
1985,Turkey,71136397721
1985,Saudi Arabia,69204561897
1985,Netherlands,67000893748
1985,Switzerland,53132190002
1986,United States,1328155497382
1986,China,786685810040
1986,Japan,298364505672
1986,India,209202704245
1986,Germany,189780031543
1986,United Kingdom,147622813299
1986,South Korea,142226907517
1986,France,140178432390
1986,Brazil,133078549667
1986,Italy,130374132992
1986,Canada,128278328089
1986,Indonesia,127024692516
1986,Russia,106416391243
1986,Australia,102066833929
1986,Mexico,90293428006
1986,Spain,88387725067
1986,Turkey,73839580834
1986,Saudi Arabia,71557517001
1986,Netherlands,69010920561
1986,Switzerland,54673023513
1987,United States,1374640939791
1987,China,845687245793
1987,Japan,311790908427
1987,India,220708852978
1987,Germany,195473432490
1987,United Kingdom,151756252071
1987,South Korea,149338252893
1987,France,144383785362
1987,Brazil,138401691654
1987,Italy,134154982849
1987,Indonesia,133629976526
1987,Canada,132254956260
1987,Russia,109076801024
1987,Australia,105332972615
1987,Mexico,93543991414
1987,Spain,91304519994
1987,Turkey,76645484906
1987,Saudi Arabia,73990472579
1987,Netherlands,71081248178
1987,Switzerland,56258541194
1988,United States,1422753372684
1988,China,909113789227
1988,Japan,325821499307
1988,India,232847839892
1988,Germany,201337635464
1988,South Korea,156805165538
1988,United Kingdom,156005427130
1988,France,148715298922
1988,Brazil,143937759320
1988,Indonesia,140578735306
1988,Italy,138045477352
1988,Canada,136354859904
1988,Russia,111803721050
1988,Australia,108703627738
1988,Mexico,96911575105
1988,Spain,94317569154
1988,Turkey,79558013333
1988,Saudi Arabia,76506148647
1988,Netherlands,73213685623
1988,Switzerland,57890038889
1989,United States,1472549740728
1989,China,977297323419
1989,Japan,340483466776
1989,India,245654471086
1989,Germany,207377764528
1989,South Korea,164645423815
1989,United Kingdom,160373579089
1989,France,153176757890
1989,Brazil,149695269693
1989,Indonesia,147888829542
1989,Italy,142048796195
1989,Canada,140581860561
1989,Russia,114598814076
1989,Australia,112182143826
1989,Mexico,100400391809
1989,Spain,97430048936
1989,Turkey,82581217839
1989,Saudi Arabia,79107357701
1989,Netherlands,75410096192
1989,Switzerland,59568850017
1990,United States,1524088981653
1990,China,1050594622676
1990,Japan,355805222781
1990,India,259165466996
1990,Germany,213599097464
1990,South Korea,172877695006
1990,United Kingdom,164864039304
1990,France,157772060627
1990,Brazil,155683080481
1990,Indonesia,155579048678
1990,Italy,146168211284
1990,Canada,144939898239
1990,Russia,117463784428
1990,Australia,115771972428
1990,Mexico,104014805914
1990,Spain,100645240551
1990,Turkey,85719304117
1990,Saudi Arabia,81797007863
1990,Netherlands,77672399078
1990,Switzerland,61296346667
1991,United States,1577432096011
1991,China,1129389219376
1991,Japan,371816457806
1991,India,273419567681
1991,Germany,220007070388
1991,South Korea,181521579756
1991,United Kingdom,169480232404
1991,Indonesia,163669159209
1991,France,162505222446
1991,Brazil,161910403700
1991,Italy,150407089412
1991,Canada,149433035084
1991,Russia,120400379039
1991,Australia,119476675546
1991,Mexico,107759338927
1991,Spain,103966533489
1991,Turkey,88976637674
1991,Saudi Arabia,84578106130
1991,Netherlands,80002571050
1991,Switzerland,63073940721
1992,United States,1632642219371
1992,China,1214093410830
1992,Japan,388548198407
1992,India,288457643903
1992,Germany,226607282500
1992,South Korea,190597658744
1992,United Kingdom,174225678912
1992,Indonesia,172179955488
1992,Brazil,168386819848
1992,France,167380379119
1992,Italy,154768895005
1992,Canada,154065459172
1992,Russia,123410388515
1992,Australia,123299929164
1992,Mexico,111638675129
1992,Spain,107397429095
1992,Turkey,92357749905
1992,Saudi Arabia,87453761738
1992,Netherlands,82402648181
1992,Switzerland,64903085002
1993,United States,1689784697049
1993,China,1305150416642
1993,Japan,406032867335
1993,India,304322814318
1993,Germany,233405500975
1993,South Korea,200127541681
1993,Indonesia,181133313173
1993,United Kingdom,179103997921
1993,Brazil,175122292642
1993,France,172401790493
1993,Italy,159257192960
1993,Canada,158841488406
1993,Australia,127245526897
1993,Russia,126495648228
1993,Mexico,115657667433
1993,Spain,110941544255
1993,Turkey,95867344402
1993,Saudi Arabia,90427189638
1993,Netherlands,84874727627
1993,Switzerland,66785274467
1994,United States,1748927161446
1994,China,1403036697890
1994,Japan,424304346365
1994,India,321060569106
1994,Germany,240407666004
1994,South Korea,210133918765
1994,Indonesia,190552245458
1994,United Kingdom,184118909863
1994,Brazil,182127184348
1994,France,177573844207
1994,Italy,163875651556
1994,Canada,163765574547
1994,Australia,131317383758
1994,Russia,129658039433
1994,Mexico,119821343461
1994,Spain,114602615215
1994,Turkey,99510303489
1994,Saudi Arabia,93501714085
1994,Netherlands,87420969456
1994,Switzerland,68722047426
1995,United States,1810139612097
1995,China,1508264450232
1995,Japan,443398041952
1995,India,338718900406
1995,Germany,247619895984
1995,South Korea,220640614703
1995,Indonesia,200460962222
1995,Brazil,189412271722
1995,United Kingdom,189274239339
1995,France,182901059534
1995,Canada,168842307358
1995,Italy,168628045451
1995,Australia,135519540038
1995,Russia,132899490419
1995,Mexico,124134911826
1995,Spain,118384501517
1995,Turkey,103291695022
1995,Saudi Arabia,96680772364
1995,Netherlands,90043598539
1995,Switzerland,70714986802
1996,United States,1873494498520
1996,China,1621384283999
1996,Japan,463350953840
1996,India,357348439929
1996,Germany,255048492864
1996,South Korea,231672645438
1996,Indonesia,210884932258
1996,Brazil,196988762591
1996,United Kingdom,194573918041
1996,France,188388091320
1996,Canada,174076418886
1996,Italy,173518258769
1996,Australia,139856165319
1996,Russia,136221977680
1996,Mexico,128603768651
1996,Spain,122291190067
1996,Turkey,107216779432
1996,Saudi Arabia,99967918625
1996,Netherlands,92744906496
1996,Switzerland,72765721419
1997,United States,1939066805968
1997,China,1742988105299
1997,Japan,484201746762
1997,India,377002604125
1997,Germany,262699947650
1997,South Korea,243256277710
1997,Indonesia,221850948735
1997,Brazil,204868313094
1997,United Kingdom,200021987746
1997,France,194039734059
1997,Canada,179472787871
1997,Italy,178550288273
1997,Australia,144331562609
1997,Russia,139627527122
1997,Mexico,133233504323
1997,Spain,126326799340
1997,Turkey,111291017051
1997,Saudi Arabia,103366827858
1997,Netherlands,95527253690
1997,Switzerland,74875927340
1998,United States,2006934144177
1998,China,1873712213197
1998,Japan,505990825367
1998,India,397737747352
1998,Germany,270580946079
1998,South Korea,255419091596
1998,Indonesia,233387198070
1998,Brazil,213063045618
1998,United Kingdom,205622603403
1998,France,199860926081
1998,Canada,185036444295
1998,Italy,183728246633
1998,Australia,148950172613
1998,Russia,143118215300
1998,Mexico,138029910478
1998,Spain,130495583718
1998,Turkey,115520075699
1998,Saudi Arabia,106881300005
1998,Netherlands,98393071301
1998,Switzerland,77047329233
1999,United States,2077176839223
1999,China,2014240629187
1999,Japan,528760412508
1999,India,419613323456
1999,Germany,278698374462
1999,South Korea,268190046176
1999,Indonesia,245523332369
1999,Brazil,221585567443
1999,United Kingdom,211380036298
1999,France,205856753864
1999,Canada,190772574068
1999,Italy,189056365786
1999,Australia,153716578136
1999,Russia,146696170682
1999,Mexico,142998987256
1999,Spain,134801937981
1999,Turkey,119909838575
1999,Saudi Arabia,110515264205
1999,Netherlands,101344863440
1999,Switzerland,79281701781
2000,China,2165308676376
2000,United States,2149878028596
2000,Japan,552554631071
2000,India,442692056246
2000,Germany,287059325695
2000,South Korea,281599548484
2000,Indonesia,258290545653
2000,Brazil,230448990140
2000,United Kingdom,217298677314
2000,France,212032456479
2000,Canada,196686523864
2000,Italy,194539000393
2000,Australia,158635508637
2000,Russia,150363574949
2000,Mexico,148146950797
2000,Spain,139250401934
2000,Turkey,124466412441
2000,Saudi Arabia,114272783188
2000,Netherlands,104385209343
2000,Switzerland,81580871132
2001,China,2327706827104
2001,United States,2225123759597
2001,Japan,577419589469
2001,India,467040119340
2001,South Korea,295679525909
2001,Germany,295671105466
2001,Indonesia,271721654026
2001,Brazil,239666949746
2001,United Kingdom,223383040279
2001,France,218393430174
2001,Canada,202783806104
2001,Italy,200180631405
2001,Australia,163711844913
2001,Russia,154122664323
2001,Mexico,153480241026
2001,Spain,143845665198
2001,Turkey,129196136114
2001,Saudi Arabia,118158057817
2001,Netherlands,107516765624
2001,Switzerland,83946716395
2002,China,2502284839137
2002,United States,2303003091183
2002,Japan,603403470996
2002,India,492727325904
2002,South Korea,310463502204
2002,Germany,304541238630
2002,Indonesia,285851180036
2002,Brazil,249253627736
2002,United Kingdom,229637765407
2002,France,224945233079
2002,Canada,209070104093
2002,Italy,205985869716
2002,Australia,168950623951
2002,Mexico,159005529703
2002,Russia,157975730931
2002,Spain,148592572149
2002,Turkey,134105589286
2002,Saudi Arabia,122175431782
2002,Netherlands,110742268593
2002,Switzerland,86381171171
2003,China,2689956202072
2003,United States,2383608199375
2003,Japan,630556627190
2003,India,519827328828
2003,South Korea,325986677314
2003,Germany,313677475789
2003,Indonesia,300715441398
2003,Brazil,259223772845
2003,United Kingdom,236067622838
2003,France,231693590071
2003,Canada,215551277320
2003,Italy,211959459937
2003,Australia,174357043917
2003,Mexico,164729728772
2003,Russia,161925124204
2003,Spain,153496127030
2003,Turkey,139201601679
2003,Saudi Arabia,126329396463
2003,Netherlands,114064536650
2003,Switzerland,88886225135
2004,China,2891702917228
2004,United States,2467034486353
2004,Japan,658931675414
2004,India,548417831914
2004,South Korea,342286011180
2004,Germany,323087800063
2004,Indonesia,316352644350
2004,Brazil,269592723759
2004,United Kingdom,242677516278
2004,France,238644397774
2004,Canada,222233366917
2004,Italy,218106284275
2004,Australia,179936469322
2004,Mexico,170659999008
2004,Russia,165973252310
2004,Spain,158561499222
2004,Turkey,144491262543
2004,Saudi Arabia,130624595943
2004,Netherlands,117486472750
2004,Switzerland,91463925664
2005,China,3108580636020
2005,United States,2553380693375
2005,Japan,688583600808
2005,India,578580812669
2005,South Korea,359400311739
2005,Indonesia,332802981857
2005,Germany,332780434065
2005,Brazil,280376432710
2005,United Kingdom,249472486734
2005,France,245803729707
2005,Canada,229122601292
2005,Italy,224431366519
2005,Australia,185694436341
2005,Mexico,176803758972
2005,Russia,170122583617
2005,Spain,163794028697
2005,Turkey,149981930520
2005,Saudi Arabia,135065832205
2005,Netherlands,121011066932
2005,Switzerland,94116379508
2006,China,3341724183721
2006,United States,2642749017643
2006,Japan,719569862844
2006,India,610402757366
2006,South Korea,377370327326
2006,Indonesia,350108736913
2006,Germany,342763847087
2006,Brazil,291591490018
2006,United Kingdom,256457716362
2006,France,253177841598
2006,Canada,236225401932
2006,Italy,230939876149
2006,Australia,191636658304
2006,Mexico,183168694295
2006,Russia,174375648208
2006,Spain,169199231644
2006,Turkey,155681243880
2006,Saudi Arabia,139658070500
2006,Netherlands,124641398940
2006,Switzerland,96845754514
2007,China,3592353497500
2007,United States,2735245233261
2007,Japan,751950506672
2007,India,643974909021
2007,South Korea,396238843693
2007,Indonesia,368314391233
2007,Germany,353046762499
2007,Brazil,303255149619
2007,United Kingdom,263638532420
2007,France,260773176846
2007,Canada,243548389392
2007,Italy,237637132557
2007,Australia,197769031369
2007,Mexico,189762767290
2007,Russia,178735039413
2007,Spain,174782806288
2007,Turkey,161597131147
2007,Saudi Arabia,144406444897
2007,Netherlands,128380640909
2007,Switzerland,99654281395
2008,China,3861780009813
2008,United States,2830978816425
2008,Japan,785788279472
2008,India,679393529017
2008,South Korea,416050785877
2008,Indonesia,387466739577
2008,Germany,363638165374
2008,Brazil,315385355604
2008,United Kingdom,271020411328
2008,France,268596372151
2008,Canada,251098389463
2008,Italy,244528609401
2008,Australia,204097640373
2008,Mexico,196594226912
2008,Russia,183203415398
2008,Spain,180550638895
2008,Turkey,167737822131
2008,Saudi Arabia,149316264023
2008,Netherlands,132232060136
2008,Switzerland,102544255555
2009,China,4151413510549
2009,United States,2930063075000
2009,Japan,821148752049
2009,India,716760173113
2009,South Korea,436853325171
2009,Indonesia,407615010035
2009,Germany,374547310336
2009,Brazil,328000769828
2009,United Kingdom,278608982845
2009,France,276654263316
2009,Canada,258882439536
2009,Italy,251619939074
2009,Australia,210628764865
2009,Mexico,203671619081
2009,Russia,187783500783
2009,Spain,186508809979
2009,Turkey,174111859372
2009,Saudi Arabia,154393017000
2009,Netherlands,136199021940
2009,Switzerland,105518038966
2010,China,4462769523840
2010,United States,3032615282625
2010,Japan,858100445891
2010,India,756181982635
2010,South Korea,458695991430
2010,Indonesia,428810990557
2010,Germany,385783729646
2010,Brazil,341120800621
2010,United Kingdom,286410034365
2010,France,284953891215
2010,Canada,266907795162
2010,Italy,258916917307
2010,Australia,217368885341
2010,Mexico,211003797368
2010,Spain,192663600708
2010,Russia,192478088303
2010,Turkey,180728110028
2010,Saudi Arabia,159642379578
2010,Netherlands,140284992598
2010,Switzerland,108578062096
2011,China,4797477238128
2011,United States,3138756817517
2011,Japan,896714965956
2011,India,797771991679
2011,South Korea,481630791001
2011,Indonesia,451109162066
2011,Germany,397357241535
2011,Brazil,354765632646
2011,United Kingdom,294429515327
2011,France,293502507952
2011,Canada,275181936812
2011,Italy,266425507909
2011,Australia,224324689672
2011,Mexico,218599934073
2011,Spain,199021499532
2011,Russia,197290040510
2011,Turkey,187595778209
2011,Saudi Arabia,165070220484
2011,Netherlands,144493542376
2011,Switzerland,111726825897
2012,China,5157288030988
2012,United States,3248613306130
2012,Japan,937067139424
2012,India,841649451222
2012,South Korea,505712330551
2012,Indonesia,474566838493
2012,Germany,409277958781
2012,Brazil,368956257952
2012,United Kingdom,302673541756
2012,France,302307583191
2012,Canada,283712576853
2012,Italy,274151847638
2012,Australia,231503079741
2012,Mexico,226469531700
2012,Spain,205589209016
2012,Russia,202222291523
2012,Turkey,194724417781
2012,Saudi Arabia,170682607980
2012,Netherlands,148828348647
2012,Switzerland,114966903848
2013,China,5544084633312
2013,United States,3362314771844
2013,Japan,979235160698
2013,India,887940171039
2013,South Korea,530997947079
2013,Indonesia,499244314095
2013,Germany,421556297545
2013,Brazil,383714508270
2013,France,311376810686
2013,United Kingdom,311148400925
2013,Canada,292507666736
2013,Italy,282102251220
2013,Australia,238911178293
2013,Mexico,234622434841
2013,Spain,212373652914
2013,Russia,207277848811
2013,Turkey,202123945656
2013,Saudi Arabia,176485816652
2013,Netherlands,153293199107
2013,Switzerland,118300944060
2014,China,5959890980810
2014,United States,3479995788859
2014,Japan,1023300742930
2014,India,936776880446
2014,South Korea,557547844433
2014,Indonesia,525205018428
2014,Germany,434202986471
2014,Brazil,399063088600
2014,France,320718115007
2014,United Kingdom,319860556151
2014,Canada,301575404404
2014,Italy,290283216505
2014,Australia,246556335998
2014,Mexico,243068842495
2014,Spain,219381983460
2014,Russia,212459795032
2014,Turkey,209804655591
2014,Saudi Arabia,182486334418
2014,Netherlands,157891995080
2014,Switzerland,121731671437
2015,China,6406882804371
2015,United States,3601795641469
2015,Japan,1069349276361
2015,India,988299608871
2015,South Korea,585425236654
2015,Indonesia,552515679386
2015,Germany,447229076065
2015,Brazil,415025612144
2015,France,330339658457
2015,United Kingdom,328816651724
